fault_id,fault_type,table,record_id,detail
FAULT-00619,duplicate_keys,trans,393344,duplicated trans_id with amount changed to 24.4
FAULT-00620,duplicate_keys,trans,371367,duplicated trans_id with amount changed to 8203.4
FAULT-00621,duplicate_keys,trans,1007223,duplicated trans_id with amount changed to 41317.4
FAULT-00622,duplicate_keys,trans,2653598,duplicated trans_id with amount changed to 1626.6
FAULT-00623,duplicate_keys,trans,3618404,duplicated trans_id with amount changed to 455.6
FAULT-00624,duplicate_keys,trans,471470,duplicated trans_id with amount changed to 18.9
FAULT-00625,duplicate_keys,trans,232982,duplicated trans_id with amount changed to 5499.9
FAULT-00626,duplicate_keys,trans,3569873,duplicated trans_id with amount changed to 206.1
FAULT-00627,duplicate_keys,trans,805790,duplicated trans_id with amount changed to 649.6
FAULT-00628,duplicate_keys,trans,697012,duplicated trans_id with amount changed to 129.5
FAULT-00629,duplicate_keys,trans,1978000,duplicated trans_id with amount changed to 1894.9
FAULT-00630,duplicate_keys,trans,899937,duplicated trans_id with amount changed to 2779.2
FAULT-00631,duplicate_keys,trans,3626011,duplicated trans_id with amount changed to 134.6
FAULT-00632,duplicate_keys,trans,3622542,duplicated trans_id with amount changed to 387.6
FAULT-00633,duplicate_keys,trans,2256538,duplicated trans_id with amount changed to 3297.5
FAULT-00634,duplicate_keys,trans,522844,duplicated trans_id with amount changed to 16.0
FAULT-00635,duplicate_keys,trans,989400,duplicated trans_id with amount changed to 15627.1
FAULT-00636,duplicate_keys,trans,45761,duplicated trans_id with amount changed to 38507.1
FAULT-00637,duplicate_keys,trans,3648432,duplicated trans_id with amount changed to 81.0
FAULT-00638,duplicate_keys,trans,186096,duplicated trans_id with amount changed to 1396.2
FAULT-00639,duplicate_keys,trans,1162334,duplicated trans_id with amount changed to 12977.6
FAULT-00640,duplicate_keys,trans,3593659,duplicated trans_id with amount changed to 109.1
FAULT-00641,duplicate_keys,trans,158006,duplicated trans_id with amount changed to 3575.8
FAULT-00642,duplicate_keys,trans,1029963,duplicated trans_id with amount changed to 24.7
FAULT-00643,duplicate_keys,trans,48751,duplicated trans_id with amount changed to 6048.0
FAULT-00644,duplicate_keys,trans,3110587,duplicated trans_id with amount changed to 19467.9
FAULT-00645,duplicate_keys,trans,1041463,duplicated trans_id with amount changed to 8115.2
FAULT-00646,duplicate_keys,trans,691728,duplicated trans_id with amount changed to 3359.7
FAULT-00647,duplicate_keys,trans,462413,duplicated trans_id with amount changed to 14290.3
FAULT-00648,duplicate_keys,trans,537495,duplicated trans_id with amount changed to 10826.5
FAULT-00649,duplicate_keys,trans,66975,duplicated trans_id with amount changed to 37537.9
FAULT-00650,duplicate_keys,trans,978737,duplicated trans_id with amount changed to 10137.3
FAULT-00651,duplicate_keys,trans,935305,duplicated trans_id with amount changed to 1999.0
FAULT-00652,duplicate_keys,trans,424600,duplicated trans_id with amount changed to 30702.3
FAULT-00653,duplicate_keys,trans,3542994,duplicated trans_id with amount changed to 253.7
FAULT-00654,duplicate_keys,trans,781692,duplicated trans_id with amount changed to 1481.7
FAULT-00655,duplicate_keys,trans,854581,duplicated trans_id with amount changed to 27411.5
FAULT-00656,duplicate_keys,trans,352984,duplicated trans_id with amount changed to 25115.3
FAULT-00657,duplicate_keys,trans,19647,duplicated trans_id with amount changed to 197.0
FAULT-00658,duplicate_keys,trans,194348,duplicated trans_id with amount changed to 4933.8
FAULT-00659,duplicate_keys,trans,850796,duplicated trans_id with amount changed to 23885.2
FAULT-00660,duplicate_keys,trans,1027120,duplicated trans_id with amount changed to 24.2
FAULT-00661,duplicate_keys,trans,3590300,duplicated trans_id with amount changed to 68.2
FAULT-00662,duplicate_keys,trans,1043089,duplicated trans_id with amount changed to 1629.4
FAULT-00663,duplicate_keys,trans,27255,duplicated trans_id with amount changed to 6504.3
FAULT-00664,duplicate_keys,trans,3458080,duplicated trans_id with amount changed to 252.9
FAULT-00665,duplicate_keys,trans,825873,duplicated trans_id with amount changed to 2125.2
FAULT-00666,duplicate_keys,trans,611327,duplicated trans_id with amount changed to 4306.4
FAULT-00667,duplicate_keys,trans,3508845,duplicated trans_id with amount changed to 272.5
FAULT-00668,duplicate_keys,trans,3611560,duplicated trans_id with amount changed to 354.1
FAULT-00669,duplicate_keys,trans,1519832,duplicated trans_id with amount changed to 18.2
FAULT-00670,duplicate_keys,trans,163020,duplicated trans_id with amount changed to 8.5
FAULT-00671,duplicate_keys,trans,3523882,duplicated trans_id with amount changed to 248.5
FAULT-00672,duplicate_keys,trans,709539,duplicated trans_id with amount changed to 53.9
FAULT-00673,duplicate_keys,trans,1300819,duplicated trans_id with amount changed to 8.0
FAULT-00674,duplicate_keys,trans,727278,duplicated trans_id with amount changed to 921.7
FAULT-00675,duplicate_keys,trans,265965,duplicated trans_id with amount changed to 28.0
FAULT-00676,duplicate_keys,trans,1109887,duplicated trans_id with amount changed to 6881.9
FAULT-00677,duplicate_keys,trans,559195,duplicated trans_id with amount changed to 974.7
FAULT-00678,duplicate_keys,trans,347797,duplicated trans_id with amount changed to 12.9
FAULT-00679,duplicate_keys,trans,102326,duplicated trans_id with amount changed to 32913.2
FAULT-00680,duplicate_keys,trans,1106927,duplicated trans_id with amount changed to 38911.9
FAULT-00681,duplicate_keys,trans,3441071,duplicated trans_id with amount changed to 252.9
FAULT-00682,duplicate_keys,trans,3055709,duplicated trans_id with amount changed to 10381.0
FAULT-00683,duplicate_keys,trans,862615,duplicated trans_id with amount changed to 13163.9
FAULT-00684,duplicate_keys,trans,3658428,duplicated trans_id with amount changed to 380.3
FAULT-00685,duplicate_keys,trans,1296252,duplicated trans_id with amount changed to 4347.1
FAULT-00686,duplicate_keys,trans,344140,duplicated trans_id with amount changed to 3130.6
FAULT-00687,duplicate_keys,trans,352573,duplicated trans_id with amount changed to 757.1
FAULT-00688,duplicate_keys,trans,1266249,duplicated trans_id with amount changed to 8022.4
FAULT-00689,duplicate_keys,trans,1657237,duplicated trans_id with amount changed to 8764.1
FAULT-00690,duplicate_keys,trans,556060,duplicated trans_id with amount changed to 930.1
FAULT-00691,duplicate_keys,trans,554440,duplicated trans_id with amount changed to 23.6
FAULT-00692,duplicate_keys,trans,3517653,duplicated trans_id with amount changed to 478.2
FAULT-00693,duplicate_keys,trans,125018,duplicated trans_id with amount changed to 7285.2
FAULT-00694,duplicate_keys,trans,877684,duplicated trans_id with amount changed to 17.1
FAULT-00695,duplicate_keys,trans,225230,duplicated trans_id with amount changed to 736.2
FAULT-00696,duplicate_keys,trans,1339346,duplicated trans_id with amount changed to 15171.5
FAULT-00697,duplicate_keys,trans,2373192,duplicated trans_id with amount changed to 9343.6
FAULT-00698,duplicate_keys,trans,540856,duplicated trans_id with amount changed to 15355.6
FAULT-00699,duplicate_keys,trans,626750,duplicated trans_id with amount changed to 891.2
FAULT-00700,duplicate_keys,trans,288226,duplicated trans_id with amount changed to 656.6
FAULT-00701,duplicate_keys,trans,3638535,duplicated trans_id with amount changed to 95.1
FAULT-00702,duplicate_keys,trans,608916,duplicated trans_id with amount changed to 7834.1
FAULT-00703,duplicate_keys,trans,172897,duplicated trans_id with amount changed to 3894.1
FAULT-00704,duplicate_keys,trans,445755,duplicated trans_id with amount changed to 2259.4
FAULT-00705,duplicate_keys,trans,3608751,duplicated trans_id with amount changed to 110.7
FAULT-00706,duplicate_keys,trans,190242,duplicated trans_id with amount changed to 3675.1
FAULT-00707,duplicate_keys,trans,587698,duplicated trans_id with amount changed to 4170.1
FAULT-00708,duplicate_keys,trans,2729966,duplicated trans_id with amount changed to 1325.9
FAULT-00709,duplicate_keys,trans,1070404,duplicated trans_id with amount changed to 1020.2
FAULT-00710,duplicate_keys,trans,710202,duplicated trans_id with amount changed to 4118.8
FAULT-00711,duplicate_keys,trans,3494105,duplicated trans_id with amount changed to 2.6
FAULT-00712,duplicate_keys,trans,62148,duplicated trans_id with amount changed to 1711.0
FAULT-00713,duplicate_keys,trans,1134128,duplicated trans_id with amount changed to 30120.9
FAULT-00714,duplicate_keys,trans,3626277,duplicated trans_id with amount changed to 228.8
FAULT-00715,duplicate_keys,trans,1135670,duplicated trans_id with amount changed to 20.0
FAULT-00716,duplicate_keys,trans,1688933,duplicated trans_id with amount changed to 2027.2
FAULT-00717,duplicate_keys,trans,825648,duplicated trans_id with amount changed to 6926.7
FAULT-00718,duplicate_keys,trans,944761,duplicated trans_id with amount changed to 5807.1
FAULT-00719,duplicate_keys,trans,476661,duplicated trans_id with amount changed to 269.7
FAULT-00720,duplicate_keys,trans,1271969,duplicated trans_id with amount changed to 1437.2
FAULT-00721,duplicate_keys,trans,72566,duplicated trans_id with amount changed to 991.7
FAULT-00722,duplicate_keys,trans,3611067,duplicated trans_id with amount changed to 114.9
FAULT-00723,duplicate_keys,trans,3423280,duplicated trans_id with amount changed to 15490.3
FAULT-00724,duplicate_keys,trans,1053302,duplicated trans_id with amount changed to 22169.7
FAULT-00725,duplicate_keys,trans,1130043,duplicated trans_id with amount changed to 21808.6
FAULT-00726,duplicate_keys,trans,236282,duplicated trans_id with amount changed to 11694.5
FAULT-00727,duplicate_keys,trans,621392,duplicated trans_id with amount changed to 29566.6
FAULT-00728,duplicate_keys,trans,67552,duplicated trans_id with amount changed to 2470.6
FAULT-00729,duplicate_keys,trans,3451886,duplicated trans_id with amount changed to 28.9
FAULT-00730,duplicate_keys,trans,765484,duplicated trans_id with amount changed to 18339.8
FAULT-00731,duplicate_keys,trans,244669,duplicated trans_id with amount changed to 19906.0
FAULT-00732,duplicate_keys,trans,876341,duplicated trans_id with amount changed to 22.3
FAULT-00733,duplicate_keys,trans,3559349,duplicated trans_id with amount changed to 262.7
FAULT-00734,duplicate_keys,trans,880727,duplicated trans_id with amount changed to 2836.4
FAULT-00735,duplicate_keys,trans,3555534,duplicated trans_id with amount changed to 571.2
FAULT-00736,duplicate_keys,trans,610079,duplicated trans_id with amount changed to 1153.8
FAULT-00737,duplicate_keys,trans,3211328,duplicated trans_id with amount changed to 15393.3
FAULT-00738,duplicate_keys,trans,3661104,duplicated trans_id with amount changed to 66.1
FAULT-00739,duplicate_keys,trans,578659,duplicated trans_id with amount changed to 41841.9
FAULT-00740,duplicate_keys,trans,3668640,duplicated trans_id with amount changed to 98.4
FAULT-00741,duplicate_keys,trans,1971387,duplicated trans_id with amount changed to 2977.2
FAULT-00742,duplicate_keys,trans,45465,duplicated trans_id with amount changed to 4794.3
FAULT-00743,duplicate_keys,trans,3535175,duplicated trans_id with amount changed to 329.0
FAULT-00744,duplicate_keys,trans,767651,duplicated trans_id with amount changed to 4039.0
FAULT-00745,duplicate_keys,trans,834459,duplicated trans_id with amount changed to 15969.7
FAULT-00746,duplicate_keys,trans,774374,duplicated trans_id with amount changed to 12200.2
FAULT-00747,duplicate_keys,trans,558190,duplicated trans_id with amount changed to 6464.1
FAULT-00748,duplicate_keys,trans,3440347,duplicated trans_id with amount changed to 235.8
FAULT-00749,duplicate_keys,trans,1329708,duplicated trans_id with amount changed to 7076.7
FAULT-00750,duplicate_keys,trans,3614126,duplicated trans_id with amount changed to 224.6
FAULT-00751,duplicate_keys,trans,962345,duplicated trans_id with amount changed to 7004.5
FAULT-00752,duplicate_keys,trans,2438425,duplicated trans_id with amount changed to 713.9
FAULT-00753,duplicate_keys,trans,2036710,duplicated trans_id with amount changed to 4162.5
FAULT-00754,duplicate_keys,trans,1244607,duplicated trans_id with amount changed to 5292.6
FAULT-00755,duplicate_keys,trans,1879675,duplicated trans_id with amount changed to 3584.3
FAULT-00756,duplicate_keys,trans,181424,duplicated trans_id with amount changed to 557.5
FAULT-00757,duplicate_keys,trans,1071801,duplicated trans_id with amount changed to 20825.2
FAULT-00758,duplicate_keys,trans,3414767,duplicated trans_id with amount changed to 18651.9
FAULT-00759,duplicate_keys,trans,426362,duplicated trans_id with amount changed to 8218.9
FAULT-00760,duplicate_keys,trans,172662,duplicated trans_id with amount changed to 75.2
FAULT-00761,duplicate_keys,trans,954267,duplicated trans_id with amount changed to 29531.4
FAULT-00762,duplicate_keys,trans,38416,duplicated trans_id with amount changed to 17.6
FAULT-00763,duplicate_keys,trans,1134306,duplicated trans_id with amount changed to 6368.8
FAULT-00764,duplicate_keys,trans,967414,duplicated trans_id with amount changed to 20.9
FAULT-00765,duplicate_keys,trans,3607398,duplicated trans_id with amount changed to 200.2
FAULT-00766,duplicate_keys,trans,799374,duplicated trans_id with amount changed to 10644.4
FAULT-00767,duplicate_keys,trans,275592,duplicated trans_id with amount changed to 18.9
FAULT-00768,duplicate_keys,trans,2044772,duplicated trans_id with amount changed to 2244.8
FAULT-00769,duplicate_keys,trans,584612,duplicated trans_id with amount changed to 5225.2
FAULT-00770,duplicate_keys,trans,858712,duplicated trans_id with amount changed to 424.8
FAULT-00771,duplicate_keys,trans,3369479,duplicated trans_id with amount changed to 14645.6
FAULT-00772,duplicate_keys,trans,102073,duplicated trans_id with amount changed to 8801.2
FAULT-00773,duplicate_keys,trans,359344,duplicated trans_id with amount changed to 11560.6
FAULT-00774,duplicate_keys,trans,1191683,duplicated trans_id with amount changed to 18.1
FAULT-00775,duplicate_keys,trans,1086301,duplicated trans_id with amount changed to 7303.9
FAULT-00776,duplicate_keys,trans,694387,duplicated trans_id with amount changed to 542.2
FAULT-00777,duplicate_keys,trans,2383037,duplicated trans_id with amount changed to 17.2
FAULT-00778,duplicate_keys,trans,251956,duplicated trans_id with amount changed to 4695.1
FAULT-00779,duplicate_keys,trans,1162156,duplicated trans_id with amount changed to 5163.5
FAULT-00780,duplicate_keys,trans,3640224,duplicated trans_id with amount changed to 125.5
FAULT-00781,duplicate_keys,trans,750984,duplicated trans_id with amount changed to 2884.9
FAULT-00782,duplicate_keys,trans,1183342,duplicated trans_id with amount changed to 16.8
FAULT-00783,duplicate_keys,trans,827371,duplicated trans_id with amount changed to 14797.1
FAULT-00784,duplicate_keys,trans,312642,duplicated trans_id with amount changed to 60740.4
FAULT-00785,duplicate_keys,trans,710155,duplicated trans_id with amount changed to 3720.2
FAULT-00786,duplicate_keys,trans,2699759,duplicated trans_id with amount changed to 20213.5
FAULT-00787,duplicate_keys,trans,488529,duplicated trans_id with amount changed to 402.3
FAULT-00788,duplicate_keys,trans,5587,duplicated trans_id with amount changed to 42223.7
FAULT-00789,duplicate_keys,trans,910383,duplicated trans_id with amount changed to 11.0
FAULT-00790,duplicate_keys,trans,313495,duplicated trans_id with amount changed to 7366.8
FAULT-00791,duplicate_keys,trans,418804,duplicated trans_id with amount changed to 1503.8
FAULT-00792,duplicate_keys,trans,1158775,duplicated trans_id with amount changed to 25631.9
FAULT-00793,duplicate_keys,trans,123336,duplicated trans_id with amount changed to 14662.1
FAULT-00794,duplicate_keys,trans,3515282,duplicated trans_id with amount changed to 286.3
FAULT-00795,duplicate_keys,trans,896825,duplicated trans_id with amount changed to 964.5
FAULT-00796,duplicate_keys,trans,752279,duplicated trans_id with amount changed to 7178.3
FAULT-00797,duplicate_keys,trans,1028809,duplicated trans_id with amount changed to 18.3
FAULT-00798,duplicate_keys,trans,1703276,duplicated trans_id with amount changed to 6667.3
FAULT-00799,duplicate_keys,trans,698548,duplicated trans_id with amount changed to 4968.9
FAULT-00800,duplicate_keys,trans,638741,duplicated trans_id with amount changed to 13188.4
FAULT-00801,duplicate_keys,trans,3575817,duplicated trans_id with amount changed to 57.7
FAULT-00802,duplicate_keys,trans,94659,duplicated trans_id with amount changed to 15486.4
FAULT-00803,duplicate_keys,trans,19988,duplicated trans_id with amount changed to 5598.0
FAULT-00804,duplicate_keys,trans,3546530,duplicated trans_id with amount changed to 224.6
FAULT-00805,duplicate_keys,trans,814872,duplicated trans_id with amount changed to 4983.7
FAULT-00806,duplicate_keys,trans,743703,duplicated trans_id with amount changed to 1990.3
FAULT-00807,duplicate_keys,trans,1486083,duplicated trans_id with amount changed to 93957.9
FAULT-00808,duplicate_keys,trans,1026374,duplicated trans_id with amount changed to 30474.9
FAULT-00809,duplicate_keys,trans,3629861,duplicated trans_id with amount changed to 148.3
FAULT-00810,duplicate_keys,trans,268999,duplicated trans_id with amount changed to 1607.4
FAULT-00811,duplicate_keys,trans,66618,duplicated trans_id with amount changed to 98035.6
FAULT-00812,duplicate_keys,trans,1165910,duplicated trans_id with amount changed to 1837.2
FAULT-00813,duplicate_keys,trans,736445,duplicated trans_id with amount changed to 18.9
FAULT-00814,duplicate_keys,trans,21608,duplicated trans_id with amount changed to 63533.0
FAULT-00815,duplicate_keys,trans,1041022,duplicated trans_id with amount changed to 13401.6
FAULT-00816,duplicate_keys,trans,731984,duplicated trans_id with amount changed to 6262.5
FAULT-00817,duplicate_keys,trans,878913,duplicated trans_id with amount changed to 39568.6
FAULT-00818,duplicate_keys,trans,755962,duplicated trans_id with amount changed to 9919.5
FAULT-00819,duplicate_keys,trans,500993,duplicated trans_id with amount changed to 1859.2
FAULT-00820,duplicate_keys,trans,891664,duplicated trans_id with amount changed to 2093.2
FAULT-00821,duplicate_keys,trans,2035160,duplicated trans_id with amount changed to 42835.2
FAULT-00822,duplicate_keys,trans,324978,duplicated trans_id with amount changed to 14.3
FAULT-00823,duplicate_keys,trans,1440881,duplicated trans_id with amount changed to 20502.1
FAULT-00824,duplicate_keys,trans,1090788,duplicated trans_id with amount changed to 3755.3
FAULT-00825,duplicate_keys,trans,1110276,duplicated trans_id with amount changed to 4632.9
FAULT-00826,duplicate_keys,trans,685764,duplicated trans_id with amount changed to 3148.6
FAULT-00827,duplicate_keys,trans,862767,duplicated trans_id with amount changed to 2220.5
FAULT-00828,duplicate_keys,trans,742947,duplicated trans_id with amount changed to 23.7
FAULT-00829,duplicate_keys,trans,3644194,duplicated trans_id with amount changed to 251.3
FAULT-00830,duplicate_keys,trans,780245,duplicated trans_id with amount changed to 29.9
FAULT-00831,duplicate_keys,trans,7116,duplicated trans_id with amount changed to 759.9
FAULT-00832,duplicate_keys,trans,3460505,duplicated trans_id with amount changed to 164.7
FAULT-00833,duplicate_keys,trans,265405,duplicated trans_id with amount changed to 5643.4
FAULT-00834,duplicate_keys,trans,587343,duplicated trans_id with amount changed to 1637.2
FAULT-00835,duplicate_keys,trans,3619710,duplicated trans_id with amount changed to 87.8
FAULT-00836,duplicate_keys,trans,121388,duplicated trans_id with amount changed to 42942.1
FAULT-00837,duplicate_keys,trans,1547052,duplicated trans_id with amount changed to 4924.6
FAULT-00838,duplicate_keys,trans,327285,duplicated trans_id with amount changed to 7.8
FAULT-00839,duplicate_keys,trans,1026153,duplicated trans_id with amount changed to 4911.7
FAULT-00840,duplicate_keys,trans,728059,duplicated trans_id with amount changed to 1102.3
FAULT-00841,duplicate_keys,trans,304620,duplicated trans_id with amount changed to 21.7
FAULT-00842,duplicate_keys,trans,3648157,duplicated trans_id with amount changed to 98.0
FAULT-00843,duplicate_keys,trans,1111636,duplicated trans_id with amount changed to 4959.2
FAULT-00844,duplicate_keys,trans,478386,duplicated trans_id with amount changed to 2093.7
FAULT-00845,duplicate_keys,trans,1602768,duplicated trans_id with amount changed to 2841.3
FAULT-00846,duplicate_keys,trans,841975,duplicated trans_id with amount changed to 1224.9
FAULT-00847,duplicate_keys,trans,691533,duplicated trans_id with amount changed to 2704.1
FAULT-00848,duplicate_keys,trans,878744,duplicated trans_id with amount changed to 6748.1
FAULT-00849,duplicate_keys,trans,11753,duplicated trans_id with amount changed to 1804.6
FAULT-00850,duplicate_keys,trans,296187,duplicated trans_id with amount changed to 53100.0
FAULT-00851,duplicate_keys,trans,914809,duplicated trans_id with amount changed to 17.0
FAULT-00852,duplicate_keys,trans,591115,duplicated trans_id with amount changed to 7.3
FAULT-00853,duplicate_keys,trans,119188,duplicated trans_id with amount changed to 18575.0
FAULT-00854,duplicate_keys,trans,1108806,duplicated trans_id with amount changed to 39183.0
FAULT-00855,duplicate_keys,trans,905517,duplicated trans_id with amount changed to 8161.1
FAULT-00856,duplicate_keys,trans,752657,duplicated trans_id with amount changed to 235.0
FAULT-00857,duplicate_keys,trans,895327,duplicated trans_id with amount changed to 341.5
FAULT-00858,duplicate_keys,trans,3459431,duplicated trans_id with amount changed to 382.8
FAULT-00859,duplicate_keys,trans,307440,duplicated trans_id with amount changed to 986.1
FAULT-00860,duplicate_keys,trans,20913,duplicated trans_id with amount changed to 402.1
FAULT-00861,duplicate_keys,trans,479061,duplicated trans_id with amount changed to 31140.6
FAULT-00862,duplicate_keys,trans,154095,duplicated trans_id with amount changed to 37704.5
FAULT-00863,duplicate_keys,trans,221210,duplicated trans_id with amount changed to 3306.2
FAULT-00864,duplicate_keys,trans,318433,duplicated trans_id with amount changed to 23156.7
FAULT-00865,duplicate_keys,trans,40412,duplicated trans_id with amount changed to 42768.1
FAULT-00866,duplicate_keys,trans,2472637,duplicated trans_id with amount changed to 13971.0
FAULT-00867,duplicate_keys,trans,5268,duplicated trans_id with amount changed to 7723.1
FAULT-00868,duplicate_keys,trans,3648929,duplicated trans_id with amount changed to 274.6
FAULT-00869,duplicate_keys,trans,404078,duplicated trans_id with amount changed to 8366.2
FAULT-00870,duplicate_keys,trans,511274,duplicated trans_id with amount changed to 14145.7
FAULT-00871,duplicate_keys,trans,921787,duplicated trans_id with amount changed to 205.7
FAULT-00872,duplicate_keys,trans,556850,duplicated trans_id with amount changed to 22.9
FAULT-00873,duplicate_keys,trans,1003524,duplicated trans_id with amount changed to 18415.2
FAULT-00874,duplicate_keys,trans,205418,duplicated trans_id with amount changed to 17655.0
FAULT-00875,duplicate_keys,trans,260947,duplicated trans_id with amount changed to 21.4
FAULT-00876,duplicate_keys,trans,169581,duplicated trans_id with amount changed to 1840.3
FAULT-00877,duplicate_keys,trans,538621,duplicated trans_id with amount changed to 8324.9
FAULT-00878,duplicate_keys,trans,122208,duplicated trans_id with amount changed to 25.1
FAULT-00879,duplicate_keys,trans,860733,duplicated trans_id with amount changed to 11.0
FAULT-00880,duplicate_keys,trans,871378,duplicated trans_id with amount changed to 9.6
FAULT-00881,duplicate_keys,trans,391713,duplicated trans_id with amount changed to 5383.6
FAULT-00882,duplicate_keys,trans,624789,duplicated trans_id with amount changed to 20.5
FAULT-00883,duplicate_keys,trans,696363,duplicated trans_id with amount changed to 12.7
FAULT-00884,duplicate_keys,trans,2315034,duplicated trans_id with amount changed to 5298.3
FAULT-00885,duplicate_keys,trans,3649582,duplicated trans_id with amount changed to 173.2
FAULT-00886,duplicate_keys,trans,2893274,duplicated trans_id with amount changed to 15826.8
FAULT-00887,duplicate_keys,trans,351585,duplicated trans_id with amount changed to 4483.6
FAULT-00888,duplicate_keys,trans,3680405,duplicated trans_id with amount changed to 48.2
FAULT-00889,duplicate_keys,trans,173209,duplicated trans_id with amount changed to 21447.3
FAULT-00890,duplicate_keys,trans,3456504,duplicated trans_id with amount changed to 399.6
FAULT-00891,duplicate_keys,trans,3661727,duplicated trans_id with amount changed to 202.8
FAULT-00892,duplicate_keys,trans,893894,duplicated trans_id with amount changed to 27.7
FAULT-00893,duplicate_keys,trans,3577856,duplicated trans_id with amount changed to 76.3
FAULT-00894,duplicate_keys,trans,812295,duplicated trans_id with amount changed to 4067.4
FAULT-00895,duplicate_keys,trans,3648205,duplicated trans_id with amount changed to 421.6
FAULT-00896,duplicate_keys,trans,3598720,duplicated trans_id with amount changed to 126.8
FAULT-00897,duplicate_keys,trans,3607553,duplicated trans_id with amount changed to 276.4
FAULT-00898,duplicate_keys,trans,204340,duplicated trans_id with amount changed to 28.5
FAULT-00899,duplicate_keys,trans,3457430,duplicated trans_id with amount changed to 3.7
FAULT-00900,duplicate_keys,trans,393598,duplicated trans_id with amount changed to 8890.3
FAULT-00901,duplicate_keys,trans,1157949,duplicated trans_id with amount changed to 18685.4
FAULT-00902,duplicate_keys,trans,2791497,duplicated trans_id with amount changed to 9.0
FAULT-00903,duplicate_keys,trans,3536371,duplicated trans_id with amount changed to 194.0
FAULT-00904,duplicate_keys,trans,1501953,duplicated trans_id with amount changed to 20.7
FAULT-00905,duplicate_keys,trans,3614417,duplicated trans_id with amount changed to 234.2
FAULT-00906,duplicate_keys,trans,783347,duplicated trans_id with amount changed to 27450.1
FAULT-00907,duplicate_keys,trans,3538536,duplicated trans_id with amount changed to 107.1
FAULT-00908,duplicate_keys,trans,3566304,duplicated trans_id with amount changed to 64.8
FAULT-00909,duplicate_keys,trans,439651,duplicated trans_id with amount changed to 39145.2
FAULT-00910,duplicate_keys,trans,3550560,duplicated trans_id with amount changed to 52.4
FAULT-00911,duplicate_keys,trans,462987,duplicated trans_id with amount changed to 2168.8
FAULT-00912,duplicate_keys,trans,3317772,duplicated trans_id with amount changed to 12486.5
FAULT-00913,duplicate_keys,trans,422472,duplicated trans_id with amount changed to 26716.0
FAULT-00914,duplicate_keys,trans,3674652,duplicated trans_id with amount changed to 217.0
FAULT-00915,duplicate_keys,trans,725986,duplicated trans_id with amount changed to 580.0
FAULT-00916,duplicate_keys,trans,1050610,duplicated trans_id with amount changed to 28.5
FAULT-00917,duplicate_keys,trans,221190,duplicated trans_id with amount changed to 6958.6
FAULT-00918,duplicate_keys,trans,307966,duplicated trans_id with amount changed to 9165.3
FAULT-00919,duplicate_keys,trans,1262535,duplicated trans_id with amount changed to 35134.9
FAULT-00920,duplicate_keys,trans,749643,duplicated trans_id with amount changed to 12.1
FAULT-00921,duplicate_keys,trans,1018350,duplicated trans_id with amount changed to 1801.0
FAULT-00922,duplicate_keys,trans,520712,duplicated trans_id with amount changed to 3444.9
FAULT-00923,duplicate_keys,trans,118161,duplicated trans_id with amount changed to 29622.6
FAULT-00924,duplicate_keys,trans,3652164,duplicated trans_id with amount changed to 176.8
FAULT-00925,duplicate_keys,trans,443988,duplicated trans_id with amount changed to 55572.5
FAULT-00926,duplicate_keys,trans,834620,duplicated trans_id with amount changed to 15.6
FAULT-00927,duplicate_keys,trans,425519,duplicated trans_id with amount changed to 2524.2
FAULT-00928,duplicate_keys,trans,310862,duplicated trans_id with amount changed to 200.1
FAULT-00929,duplicate_keys,trans,943018,duplicated trans_id with amount changed to 17585.7
FAULT-00930,duplicate_keys,trans,3569323,duplicated trans_id with amount changed to 294.5
FAULT-00931,duplicate_keys,trans,689165,duplicated trans_id with amount changed to 12.9
FAULT-00932,duplicate_keys,trans,530613,duplicated trans_id with amount changed to 281.7
FAULT-00933,duplicate_keys,trans,3605434,duplicated trans_id with amount changed to 551.9
FAULT-00934,duplicate_keys,trans,3663330,duplicated trans_id with amount changed to 143.9
FAULT-00935,duplicate_keys,trans,600657,duplicated trans_id with amount changed to 6326.0
FAULT-00936,duplicate_keys,trans,650810,duplicated trans_id with amount changed to 22.1
FAULT-00937,duplicate_keys,trans,897865,duplicated trans_id with amount changed to 1009.6
FAULT-00938,duplicate_keys,trans,3577002,duplicated trans_id with amount changed to 118.0
FAULT-00939,duplicate_keys,trans,2727890,duplicated trans_id with amount changed to 17.7
FAULT-00940,duplicate_keys,trans,337461,duplicated trans_id with amount changed to 53139.8
FAULT-00941,duplicate_keys,trans,502222,duplicated trans_id with amount changed to 5662.6
FAULT-00942,duplicate_keys,trans,488028,duplicated trans_id with amount changed to 2005.1
FAULT-00943,duplicate_keys,trans,1709527,duplicated trans_id with amount changed to 13264.1
FAULT-00944,duplicate_keys,trans,2729980,duplicated trans_id with amount changed to 2672.9
FAULT-00945,duplicate_keys,trans,553886,duplicated trans_id with amount changed to 29107.6
FAULT-00946,duplicate_keys,trans,1148237,duplicated trans_id with amount changed to 1637.4
FAULT-00947,duplicate_keys,trans,520988,duplicated trans_id with amount changed to 5832.8
FAULT-00948,duplicate_keys,trans,1147184,duplicated trans_id with amount changed to 7032.6
FAULT-00949,duplicate_keys,trans,18502,duplicated trans_id with amount changed to 1531.7
FAULT-00950,duplicate_keys,trans,3571823,duplicated trans_id with amount changed to 232.7
